Id,Product_id,Link,Description,Result Date
"363. Imports, by summary import groups (SIG) and other aggregations, by selected countries or areas of origin, customs basis not seasonally adjusted Archived",Table: 12-10-0081-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1210008101,"Description: This table contains 5992 series, with data for years 1963 - 1987 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 5992 series, with data for years 1963 - 1987 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available):  Geography (1 item: Canada)  Country or areas of origin (26 items: All countries; European Economic Community (1986) (E.E.C.); Other Organisation for Economic Co-operation and Development countries (excluding European Economic Community (86) (E.E.C.), United States and Japan); Other America (excluding United States); ...)  Summary import groups (SIG) and other aggregations (267 items: Total imports; Total live animals; Total food, feed, beverages and tobacco; Meat and meat preparations; ...).More",2000-02-19
"364. Indexes of labour productivity and related measures, by business sector industry, seasonally adjusted",Table: 36-10-0207-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610020701,"Description: Quarterly labour productivity and related measures,  by major industrial sectors for the business sector (15 two-digit North American Industry Classification System (NAICS) industries)...Description: Quarterly labour productivity and related measures,  by major industrial sectors for the business sector (15 two-digit North American Industry Classification System (NAICS) industries) and two sectors (goods-producing businesses and service-producing businesses), as well as for the total economy and the non-business sector, indexes.  More",2019-06-05
"365. Indexes of labour productivity and related variables, by industry according to the Canadian System of National Accounts Archived",Table: 36-10-0305-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610030501,"Description: This table contains 1998 series, with data for years 1946 - 2001 (not all combinations necessarily have data for all years), and was last released on 2007-03-06. This table contains...Description: This table contains 1998 series, with data for years 1946 - 2001 (not all combinations necessarily have data for all years), and was last released on 2007-03-06. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Labour productivity measures and related measures (9 items: Real value added; Total number of jobs; Annual average number of hours worked for all jobs; Hours worked for all jobs ...), Industries, by aggregation (222 items: Total economy; special aggregation; Business sector - goods; special aggregation; Business sector - services; special aggregation; Business sector; special aggregation ...).More",2007-03-06
"366. Industrial capacity utilization rates, by industry",Table: 16-10-0109-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1610010901,"Description: Quarterly data, by North American Industry Classification System (NAICS). ",2019-06-07
"367. Industrial capacity utilization rates, by Standard Industrial Classification, 1980 (SIC) Archived",Table: 16-10-0111-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1610011101,"Description: This table contains 38 series, with data for years 1962 - 2001 (not all combinations necessarily have data for all years).  This table contains data described by the following...Description: This table contains 38 series, with data for years 1962 - 2001 (not all combinations necessarily have data for all years).  This table contains data described by the following dimensions (Not all combinations are available): Unit of measure (1 items: Percent ...), Geography (1 items: Canada ...), Standard Industrial Classification, 1980 (SIC) (38 items: Mining and quarrying industries;Mining; quarrying and oil well industries;Logging and forestry industries;Total non-farm goods producing industries ...).More",2015-10-23
"368. Industrial energy research and development expenditures by area of technology, by industry group based on the North American Industry Classification System (NAICS) and country of control",Table: 27-10-0347-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2710034701,"Description: This table contains 94976 series, with data for years 2014 - 2015 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 94976 series, with data for years 2014 - 2015 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available):  Geography (1 item: Canada)  North American Industry Classification System (NAICS) (75 items: Total all industries; Agriculture, forestry, fishing and hunting; Agriculture (except aquaculture) and support activities for crop production and animal production; Forestry, logging and support activities for forestry; ...)  Country of control (3 items: Total country of control; Canada; Foreign)  Energy technology (53 items: Total energy technologies; Fossil fuels; Crude oils and natural gas exploration; Crude oils and natural gas production and storage; ...)  Energy-related research and development expenditures (8 items: Total in-house energy-related research and development expenditures; Funded by research and development performing companies (Canada); Funded by federal, provincial or territorial governments; Funded by all other Canadian sources; ...).More",2018-08-28
"369. Industrial price indexes for food, beverages, tobacco, meat, dairy and fish products industries Archived",Table: 18-10-0146-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810014601,"Description: This table contains 289 series, with data for years 1956 - 1997 (not all combinations necessarily have data for all years), and was last released on 2000-02-18. This table contains...Description: This table contains 289 series, with data for years 1956 - 1997 (not all combinations necessarily have data for all years), and was last released on 2000-02-18. This table contains data described by the following dimensions (Not all combinations are available): Geography (6 items: Canada; Ontario; Atlantic Region; Quebec ...), Commodities (279 items: Meat; fish and dairy products; Meat products; Beef; veal; mutton and pork; fresh or frozen; Primary meat products ...).More",2000-02-18
"370. Industrial product price index, by industry, monthly",Table: 18-10-0032-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810003201,"Description: Industrial product price index (IPPI) by industry, by North American Industry Classification System (NAICS). Monthly data are available from January 1956. The table presents data for...Description: Industrial product price index (IPPI) by industry, by North American Industry Classification System (NAICS). Monthly data are available from January 1956. The table presents data for the most recent reference period and the last four periods. The base period for the index is (2010=100).    More",2019-05-31
"371. Industrial product price index, by industry, percentage change, monthly",Table: 18-10-0032-02,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810003202,"Description: Industrial product price index (IPPI) by industry, by North American Industry Classification System (NAICS). Monthly data are available from February 1956. The table presents...Description: Industrial product price index (IPPI) by industry, by North American Industry Classification System (NAICS). Monthly data are available from February 1956. The table presents month-over-month and year-over-year percentage changes for various aggregation levels. The base period for the index is (2010=100).    More",2019-05-31
"372. Industrial product price index, by major product group, monthly",Table: 18-10-0029-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810002901,"Description: Industrial product price index (IPPI), by major product group by North American Product Classification System (NAPCS). Monthly data are available from January 1956. The table presents...Description: Industrial product price index (IPPI), by major product group by North American Product Classification System (NAPCS). Monthly data are available from January 1956. The table presents data for the most recent reference period and the last four periods. The base period for the index is (2010=100).    More",2019-05-31
"373. Industrial product price index, by major product group, percentage change, monthly",Table: 18-10-0029-02,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810002902,Description: Industrial product price index (IPPI) by North American Product Classification System (NAPCS). Monthly data are available from February 1956. The table presents month-over-month and...Description: Industrial product price index (IPPI) by North American Product Classification System (NAPCS). Monthly data are available from February 1956. The table presents month-over-month and year-over-year percentage changes for various aggregation levels. The base period for the index is (2010=100).More,2019-05-31
"374. Industrial product price index, by product, monthly",Table: 18-10-0030-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810003001,"Description: Industrial product price index (IPPI), by product by North American Product Classification System (NAPCS). Monthly data are available from January 1956. The table presents data for the...Description: Industrial product price index (IPPI), by product by North American Product Classification System (NAPCS). Monthly data are available from January 1956. The table presents data for the most recent reference period and the last four periods. The base period for the index is (2010=100).    More",2019-05-31
"375. Industrial product price index, by product, percentage change, monthly",Table: 18-10-0030-02,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810003002,"Description: Industrial product price index (IPPI), by product by North American Product Classification System (NAPCS). Monthly data are available from February 1956. The table presents...Description: Industrial product price index (IPPI), by product by North American Product Classification System (NAPCS). Monthly data are available from February 1956. The table presents month-over-month and year-over-year percentage changes for various aggregation levels. The base period for the index is (2010=100).    More",2019-05-31
"376. Industrial product price indexes for food, beverage, tobacco, meat, dairy and fish products industries Archived",Table: 18-10-0156-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810015601,"Description: This table contains 288 series, with data for years 1956 - 1990 (not all combinations necessarily have data for all years), and was last released on 2000-02-18. This table contains...Description: This table contains 288 series, with data for years 1956 - 1990 (not all combinations necessarily have data for all years), and was last released on 2000-02-18. This table contains data described by the following dimensions (Not all combinations are available): Geography (6 items: Canada; Atlantic Region; Ontario; Quebec ...), Commodities (278 items: Canola oil cake and meal; domestic; Meat products; Primary meat products; Meat; fish and dairy products ...).More",2000-02-18
"377. Industrial product price indexes, by industry and industry group (1981=100) Archived",Table: 18-10-0167-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810016701,"Description: This table contains 196 series, with data for years 1956 - 1990 (not all combinations necessarily have data for all years), and was last released on 2000-02-18. This table contains...Description: This table contains 196 series, with data for years 1956 - 1990 (not all combinations necessarily have data for all years), and was last released on 2000-02-18. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Commodities (196 items: Manufacturing industries; Meat and meat products (excluding poultry); Poultry products industry; Food industries ...).More",2000-02-18
"378. Industrial product price indexes, by industry and industry group (1986=100) Archived",Table: 18-10-0153-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810015301,"Description: This table contains 196 series, with data for years 1956 - 1997 (not all combinations necessarily have data for all years), and was last released on 2000-02-18. This table contains...Description: This table contains 196 series, with data for years 1956 - 1997 (not all combinations necessarily have data for all years), and was last released on 2000-02-18. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Commodities (196 items: Manufacturing industries; Poultry products industry; Food industries; Meat and meat products industry (excluding poultry) ...).More",2000-02-18
"379. Industrial production indexes, by industry Archived",Table: 36-10-0385-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610038501,"Description: This table contains 158 series, with data for years 1919 - 1971 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 158 series, with data for years 1919 - 1971 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Seasonal adjustment (2 items: Unadjusted; Seasonal adjustment ...) Industry (79 items: Index of industrial production; Mines (including milling); quarries and oil wells ...).More",2000-02-18
"380. Industrial production, by industry Archived",Table: 36-10-0386-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610038601,"Description: This table contains 189 series, with data for years 1919 - 1971 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 189 series, with data for years 1919 - 1971 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Industry (189 items: Index of industrial production; Mines (including milling); quarries and oil wells; Metal mines; Placer gold and gold quartz mines ...).More",2000-02-18
381. Industry of employment for adults with disabilities,Table: 13-10-0354-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310035401,"Description: Industry of employment for adults with disabilities by age group and sex, occasional.",2017-04-07
"382. Industry price indexes for food, meat, fish and dairy products, beverages and tobacco Archived",Table: 18-10-0126-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810012601,"Description: This table contains 217 series, with data for years 1956 - 2001 (not all combinations necessarily have data for all years), and was last released on 2001-10-29. This table contains...Description: This table contains 217 series, with data for years 1956 - 2001 (not all combinations necessarily have data for all years), and was last released on 2001-10-29. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Commodities (217 items: Meat; fish and dairy products; Beef and veal; fresh or frozen; Primary meat products; Meat products ...).More",2001-10-29
"383. Industry price indexes for meat, fish and dairy products, fruits, vegetables and feeds, beverages and tobacco (1997=100) Archived",Table: 18-10-0180-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810018001,"Description: This table contains 217 series, with data for years 1956 - 2010 (not all combinations necessarily have data for all years), and was last released on 2010-09-29. This table contains...Description: This table contains 217 series, with data for years 1956 - 2010 (not all combinations necessarily have data for all years), and was last released on 2010-09-29. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Commodities (217 items: Meat; fish and dairy products; Meat products; Primary meat products; Beef and veal; fresh or frozen ...).More",2017-03-14
"384. Industry price indexes for meat, fish and dairy products, fruits, vegetables and feeds, beverages and tobacco (2002=100) Archived",Table: 18-10-0199-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810019901,"Description: This table contains 211 series, with data for years 1956 - 2013 (not all combinations necessarily have data for all years), and was last released on 2014-01-06. This table contains...Description: This table contains 211 series, with data for years 1956 - 2013 (not all combinations necessarily have data for all years), and was last released on 2014-01-06. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Commodities (211 items: Meat; fish and dairy products; Primary meat products; Beef and veal; fresh or frozen; Meat products ...).More",2017-02-28
385. Industry price indexes for primary metal products and fabricated metal products (2002=100) Archived,Table: 18-10-0203-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810020301,"Description: This table contains 215 series, with data for years 1956 - 2013 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 215 series, with data for years 1956 - 2013 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Commodities (215 items: Primary metal products; Iron and steel products; Primary steel products; Ferrosilicon ...).More",2017-02-28
"386. Industry price indexes, by industry and industry group Archived",Table: 18-10-0124-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810012401,"Description: This table contains 199 series, with data for years 1956 - 2001 (not all combinations necessarily have data for all years), and was last released on 2001-10-29. This table contains...Description: This table contains 199 series, with data for years 1956 - 2001 (not all combinations necessarily have data for all years), and was last released on 2001-10-29. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Industry and industry group (199 items: All manufacturing industries; Non-food (including alcoholic beverages) industries; All manufacturing industries excluding food and beverage industries; Food and beverage industries excluding alcoholic beverages ...).More",2001-10-29
"387. Industry price indexes, by major commodity aggregations Archived",Table: 18-10-0196-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810019601,"Description: This table contains 23 series, with data for years 1956 - 2013 (not all combinations necessarily have data for all years), and was last released on 2014-01-06. This table contains data...Description: This table contains 23 series, with data for years 1956 - 2013 (not all combinations necessarily have data for all years), and was last released on 2014-01-06. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Commodities (23 items: Total; all commodities; Fruit; vegetable; feeds and other food products; Meat; fish and dairy products; Total; excluding petroleum and coal products ...).More",2017-02-28
"388. Industry price indexes, by major commodity aggregations and stage of processing (1992=100) Archived",Table: 18-10-0125-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810012501,"Description: This table contains 192 series, with data for years 1956 - 2001 (not all combinations necessarily have data for all years), and was last released on 2001-10-29. This table contains...Description: This table contains 192 series, with data for years 1956 - 2001 (not all combinations necessarily have data for all years), and was last released on 2001-10-29. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Commodities (192 items: Total; all commodities; Total; excluding petroleum and coal products; First stage intermediate goods; Intermediate goods ...).More",2001-10-29
"389. Industry price indexes, by major commodity aggregations and stage of processing (1997=100) Archived",Table: 18-10-0177-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810017701,"Description: This table contains 192 series, with data for years 1956 - 2010 (not all combinations necessarily have data for all years), and was last released on 2010-09-29. This table contains...Description: This table contains 192 series, with data for years 1956 - 2010 (not all combinations necessarily have data for all years), and was last released on 2010-09-29. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Commodities (192 items: Total; all commodities; Total; excluding petroleum and coal products; Intermediate goods; First stage intermediate goods ...).More",2017-03-14
"390. Industry price indexes, by North American Industry Classification System (NAICS) (1997=100) Archived",Table: 18-10-0176-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810017601,"Description: This table contains 247 series, with data for years 1956 - 2010 (not all combinations necessarily have data for all years), and was last released on 2010-09-29. This table contains...Description: This table contains 247 series, with data for years 1956 - 2010 (not all combinations necessarily have data for all years), and was last released on 2010-09-29. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), North American Industry Classification System (NAICS) (247 items: All manufacturing; Food manufacturing; Grain and oilseed milling; Animal food manufacturing ...).More",2017-03-14
"391. Industry price indexes, by North American Industry Classification System (NAICS) (2002=100) Archived",Table: 18-10-0197-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810019701,"Description: This table contains 247 series, with data for years 1956 - 2013 (not all combinations necessarily have data for all years), and was last released on 2014-01-06. This table contains...Description: This table contains 247 series, with data for years 1956 - 2013 (not all combinations necessarily have data for all years), and was last released on 2014-01-06. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), North American Industry Classification System (NAICS) (247 items: All manufacturing; Animal food manufacturing; Grain and oilseed milling; Food manufacturing ...).More",2017-02-28
"392. Industry price indexes, by stage of processing Archived",Table: 18-10-0198-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810019801,"Description: This table contains 191 series, with data for years 1956 - 2013 (not all combinations necessarily have data for all years), and was last released on 2014-01-06. This table contains...Description: This table contains 191 series, with data for years 1956 - 2013 (not all combinations necessarily have data for all years), and was last released on 2014-01-06. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Commodities (191 items: Total; all commodities; Intermediate goods; First stage intermediate goods; Meat; fish and dairy products; first stage ...).More",2017-02-28
"393. Industry selling price indexes, by industry and selected commodities based on the Standard Industrial Classification, 1970 (SIC) Archived",Table: 18-10-0172-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810017201,"Description: This table contains 826 series, with data for years 1956 - 1985 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 826 series, with data for years 1956 - 1985 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available):  Geography (1 item: Canada)  Industry (826 items: Food and beverage industries; Slaughtering and meat processors; Fresh or frozen, Beef; Fresh or frozen, ground beef and hamburger; ...).More",2000-02-18
"394. Industry selling price indexes, total manufacturing industries based on the Standard Industrial Classification, 1970 (SIC) Archived",Table: 18-10-0174-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810017401,"Description: This table contains 8 series, with data for years 1956 - 1985 (not all combinations necessarily have data for all years), and was last released on 2000-02-18. This table contains data...Description: This table contains 8 series, with data for years 1956 - 1985 (not all combinations necessarily have data for all years), and was last released on 2000-02-18. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Industry (8 items: Total manufacturing industries; Alcoholic beverage industries; Total non-food including alcoholic beverages; Total food and beverage industries; excluding alcoholic beverages ...).More",2000-02-18
395. Information and communication technology use by industry and size of enterprise,Table: 22-10-0020-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2210002001,"Description: Digital technology and Internet use, type of Information and Communication Technology (ICT) use, by North American Industry Classification System (NAICS), size of enterprise and...Description: Digital technology and Internet use, type of Information and Communication Technology (ICT) use, by North American Industry Classification System (NAICS), size of enterprise and Communication Technology (ICT) use for Canada from 2012 to 2013.More",2014-06-11
"396. Input-output multipliers, detail level",Table: 36-10-0594-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610059401,"Description: The input-output multipliers are derived from the supply and use tables. They are used to assess the effects on the economy of an exogenous change in final demand for the output of a...Description: The input-output multipliers are derived from the supply and use tables. They are used to assess the effects on the economy of an exogenous change in final demand for the output of a given industry. They provide a measure of the interdependence between an industry and the rest of the economy. The national multipliers show the direct, indirect, and induced effects on gross output, the detailed components of GDP, jobs, and imports at the Detail level (236 industries).More",2019-04-04
"397. Input-output multipliers, provincial and territorial, detail level",Table: 36-10-0595-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610059501,"Description: The input-output multipliers are derived from the supply and use tables. They are used to assess the effects on the economy of an exogenous change in final demand for the output of a...Description: The input-output multipliers are derived from the supply and use tables. They are used to assess the effects on the economy of an exogenous change in final demand for the output of a given industry. They provide a measure of the interdependence between an industry and the rest of the economy. The provincial/territorial multipliers show the direct, indirect, and induced effects on gross output, the detailed components of GDP, jobs, and imports at the Detail level (236 industries).More",2019-04-04
"398. Input-output multipliers, provincial and territorial, summary level",Table: 36-10-0113-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610011301,"Description: The input-output multipliers are derived from the supply and use tables. They are used to assess the effects on the economy of an exogenous change in final demand for the output of a...Description: The input-output multipliers are derived from the supply and use tables. They are used to assess the effects on the economy of an exogenous change in final demand for the output of a given industry. They provide a measure of the interdependence between an industry and the rest of the economy. The provincial/territorial multipliers show the direct, indirect, and induced effects on gross output, the detailed components of GDP, jobs, and imports at the Summary level (35 industries).More",2019-04-04
"399. Input-output multipliers, summary level",Table: 36-10-0013-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610001301,"Description: The input-output multipliers are derived from the supply and use tables. They are used to assess the effects on the economy of an exogenous change in final demand for the output of a...Description: The input-output multipliers are derived from the supply and use tables. They are used to assess the effects on the economy of an exogenous change in final demand for the output of a given industry. They provide a measure of the interdependence between an industry and the rest of the economy. The national multipliers show the direct, indirect, and induced effects on output, the detailed components of gross domestic product (GDP), jobs, and imports at the Summary level (35 industries).More",2019-04-04
"400. Input-output tables, final demand, detailed level, basic prices Archived",Table: 36-10-0416-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610041601,"Description: This table contains 5572 series, with data for years 2009 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains...Description: This table contains 5572 series, with data for years 2009 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada) Final demand categories (279 items: Total, final demand: final expenditure on gross domestic product (GDP); Household consumption expenditure, food; Household consumption expenditure, non-alcoholic beverages; Household consumption expenditure, alcoholic beverages; ...) Commodity (471 items: Total commodities; Canola; Oilseeds (except canola); Wheat; ...).More",2017-04-18
"401. Input-output tables, final demand, link 1997 level, basic prices Archived",Table: 36-10-0418-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610041801,"Description: This table contains 5662 series, with data for years 2007 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains...Description: This table contains 5662 series, with data for years 2007 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada) Final demand categories (260 items: Total, final demand: final expenditure on gross domestic product (GDP); Household consumption expenditure, food; Household consumption expenditure, non-alcoholic beverages; Household consumption expenditure, alcoholic beverages; ...) Commodity (467 items: Total commodities; Canola; Oilseeds (except canola); Wheat; ...).More",2017-04-18
"402. Input-output tables, inputs and outputs, detailed level, basic prices Archived",Table: 36-10-0415-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610041501,"Description: This table contains 24844 series, with data for years 2009 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains...Description: This table contains 24844 series, with data for years 2009 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains data described by the following dimensions (Not all combinations are available):  Geography (1 item: Canada) Inputs-outputs (2 items: Inputs; Outputs) Industry (236 items: Total industries; Crop production (except greenhouse, nursery and floriculture production); Greenhouse, nursery and floriculture production; Animal production; ...) Commodity (471 items: Total commodities; Canola; Oilseeds (except canola); Wheat; ...).More",2017-04-18
"403. Input-output tables, inputs and outputs, link 1997 level, basic prices Archived",Table: 36-10-0417-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610041701,"Description: This table contains 21485 series, with data for years 2007 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains...Description: This table contains 21485 series, with data for years 2007 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada) Inputs-outputs (2 items: Inputs; Outputs) Industry (188 items: Total industries; Crop production (except greenhouse, nursery and floriculture production); Greenhouse, nursery and floriculture production; Animal production; ...) Commodity (467 items: Total commodities; Canola; Oilseeds (except canola); Wheat; ...).More",2017-04-18
"404. Inputs and outputs, by industry and commodity, L-level aggregation and North American Industry Classification System (NAICS) Archived",Table: 36-10-0424-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610042401,"Description: This table contains 16020 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 16020 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Inputs-outputs (2 items: Inputs; Outputs ...) North American Industry Classification System (NAICS) (123 items: Total industries; Fishing; hunting and trapping; Forestry and logging; Crop and animal production ...) Commodity (473 items: Total commodities; Cattle and calves; Hogs; Poultry ...).More",2012-12-14
"405. Inputs and outputs, by industry and commodity, M-level aggregation Archived",Table: 36-10-0428-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610042801,"Description: This table contains 4162 series, with data for years 1961 - 1997 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 4162 series, with data for years 1961 - 1997 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Unit of measure (1 items: Dollars ...) Geography (1 items: Canada ...) Inputs-outputs (2 items: Inputs; Outputs ...) Industry (59 items: Total industries; Logging and forestry industries; Fishing and trapping industries; Agricultural and related services industries ...) Commodity (110 items: Total commodities; Live animals; Other agricultural products; Grains ...).More",2015-11-26
"406. Inputs and outputs, by industry and commodity, M-level aggregation and North American Industry Classification System (NAICS) Archived",Table: 36-10-0407-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040701,"Description: This table contains 4500 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 4500 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Inputs-outputs (2 items: Inputs; Outputs ...) North American Industry Classification System (NAICS) (64 items: Total industries; Fishing; hunting and trapping; Crop and animal production; Forestry and logging ...) Commodity (114 items: Total commodities; Grains; Other agricultural products; Live animals ...).More",2012-12-14
"407. Inputs and outputs, by industry and commodity, S-level aggregation Archived",Table: 36-10-0427-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610042701,"Description: This table contains 11779 series, with data for years 1961 - 1997 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 11779 series, with data for years 1961 - 1997 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Unit of measure (1 items: Dollars ...) Geography (14 items: Canada; Newfoundland and Labrador; Prince Edward Island; Nova Scotia ...) Inputs-outputs (2 items: Inputs; Outputs ...) Industry (22 items: Total industries; Fishing and trapping industries; Logging and forestry industries; Agricultural and related services industries ...) Commodity (58 items: Total commodities; Forestry products; Other agricultural products; Grains ...).More",2015-11-26
"408. Inputs and outputs, by industry and commodity, S-level aggregation and North American Industry Classification System (NAICS) Archived",Table: 36-10-0406-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040601,"Description: This table contains 17196 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 17196 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (16 items: Canada; Prince Edward Island; Nova Scotia; Newfoundland and Labrador ...) Inputs-outputs (2 items: Inputs; Outputs ...) North American Industry Classification System (NAICS) (26 items: Total industries; Forestry and logging; Fishing; hunting and trapping; Crop and animal production ...) Commodity (62 items: Other agricultural products; Grains; Forestry products; Total commodities ...).More",2017-04-18
"409. Intake water treatment in manufacturing industries, by industry",Table: 38-10-0055-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3810005501,"Description: Volume of water intake for the manufacturing industries at the 3-digit North American Industry Classification System (NAICS), by type of water treatment, for Canada. The unit of...Description: Volume of water intake for the manufacturing industries at the 3-digit North American Industry Classification System (NAICS), by type of water treatment, for Canada. The unit of measure is millions of cubic metres.More",2018-07-09
