Type,Subject,Keywords,Release date,description,title,link
Data,Agriculture,"Fruits, berries and nuts",2018-02-12,"Estimates, production and farm gate value of fresh and processed fruits.","Estimates, production and farm gate value of fresh and processed fruits",/t1/tbl1/en/tv.action?pid=3210036401
Data,Agriculture,Vegetables,2018-02-12,"Average yield, area harvested and planted, total and marketed production of vegetables.","Area, production and farm gate value of vegetables",/t1/tbl1/en/tv.action?pid=3210036501
Data,Agriculture,Organic farming and genetic modification,2017-05-15,"Census of Agriculture. Organic products for sale for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Organic products for sale,/t1/tbl1/en/tv.action?pid=3210041401
Data,Agriculture,Grains and field crops,2017-05-15,"Census of Agriculture. Crop residue baled in the year prior to the census for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Crop residue baled in the year prior to the census,/t1/tbl1/en/tv.action?pid=3210041501
Data,Agriculture,Grains and field crops,2017-05-15,"Census of Agriculture. Hay and field crops for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Hay and field crops,/t1/tbl1/en/tv.action?pid=3210041601
Data,Agriculture,"Fruits, berries and nuts",2017-05-15,"Census of Agriculture. Fruits, berries and nuts for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.","Fruits, berries and nuts",/t1/tbl1/en/tv.action?pid=3210041701
Data,Agriculture,Vegetables,2017-05-15,"Census of Agriculture. Vegetables (excluding greenhouse vegetables) for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Vegetables (excluding greenhouse vegetables),/t1/tbl1/en/tv.action?pid=3210041801
Data,Agriculture,Greenhouses and nurseries,2017-05-15,"Census of Agriculture. Nursery and sod for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Nursery and sod,/t1/tbl1/en/tv.action?pid=3210041901
Data,Agriculture,Greenhouses and nurseries; Vegetables,2017-05-15,"Census of Agriculture. Greenhouse products and mushrooms for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Greenhouse products and mushrooms,/t1/tbl1/en/tv.action?pid=3210042001
Data,Agriculture,Crops and horticulture,2017-05-15,"Census of Agriculture. Forest products in the year prior to the census for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Forest products in the year prior to the census,/t1/tbl1/en/tv.action?pid=3210042201
Data,Agriculture,"Maple, honey and bees",2017-05-15,"Census of Agriculture. Maple taps for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Maple taps,/t1/tbl1/en/tv.action?pid=3210042301
Data,Agriculture,"Cattle, pigs and sheep",2017-05-15,"Census of Agriculture. Cattle and calves on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Cattle and calves on census day,/t1/tbl1/en/tv.action?pid=3210042401
Data,Agriculture,"Cattle, pigs and sheep",2017-05-15,"Census of Agriculture. Sheep and lambs on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Sheep and lambs on census day,/t1/tbl1/en/tv.action?pid=3210042501
Data,Agriculture,"Cattle, pigs and sheep",2017-05-15,"Census of Agriculture. Pigs on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Pigs on census day,/t1/tbl1/en/tv.action?pid=3210042601
Data,Agriculture,Alternative livestock,2017-05-15,"Census of Agriculture. Other livestock on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Other livestock on census day,/t1/tbl1/en/tv.action?pid=3210042701
Data,Agriculture,Poultry and eggs,2017-05-15,"Census of Agriculture. Poultry inventory on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Poultry inventory on census day,/t1/tbl1/en/tv.action?pid=3210042801
Data,Agriculture,Poultry and eggs,2017-05-15,"Census of Agriculture. Poultry production in the year prior to the census for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Poultry production in the year prior to the census,/t1/tbl1/en/tv.action?pid=3210042901
Data,Agriculture,Poultry and eggs,2017-05-15,"Census of Agriculture. Egg production in the year prior to the census for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Egg production in the year prior to the census,/t1/tbl1/en/tv.action?pid=3210043001
Data,Agriculture,Poultry and eggs,2017-05-15,"Census of Agriculture. Commercial poultry hatcheries in the year prior to the census for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Commercial poultry hatcheries in the year prior to the census,/t1/tbl1/en/tv.action?pid=3210043101
Data,Agriculture,"Maple, honey and bees",2017-05-15,"Census of Agriculture. Bees on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",Bees on census day,/t1/tbl1/en/tv.action?pid=3210043201
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Total nursery and sod operating expenses including plant material purchases for growing on and for resale (for nursery), gross yearly payroll and other operating expenses.",Nursery and sod producers' operating expenses,/t1/tbl1/en/tv.action?pid=3210045401
Data,Agriculture,Vegetables,2018-04-25,"Data on the production, area harvested, price and farm gate value of greenhouse vegetables.",Production and value of greenhouse vegetables,/t1/tbl1/en/tv.action?pid=3210045601
Data,Business and consumer services and culture,Business performance and ownership,2008-12-19,"This table contains 6762 series, with data for years 1988 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Financial and taxation components (142 items: Total assets;Cash and deposits;Accounts receivable and accrued revenue;Inventories; ...); Industry (68 items: Total all industries;Food, except retailing;Beverages;Tobacco; ...).","Financial and taxation statistics for enterprises, by industry based on the Standard Industrial Classification for Companies and Enterprises 1980 (SIC-C)",/t1/tbl1/en/tv.action?pid=3310001101
Data,Business and consumer services and culture,Business performance and ownership,2017-04-20,"This table contains 1333 series, with data for years 1980 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Industry (33 items: Total, all industries;Total, non-financial industries;Food (including food retailing);Beverages and tobacco; ...); Statement of change in financial position components (56 items: Total cash available;Cash from operating activities;Net profit;Non-cash items; ...).","Financial statistics for enterprises, statement of change in financial position, based on Standard Industrial Classification for Companies and Enterprises, 1980 (SIC-E)",/t1/tbl1/en/tv.action?pid=3310002001
Data,Business and consumer services and culture,Business performance and ownership,2017-04-20,"This table contains 1659 series, with data for years 1980 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Industry (33 items: Total, all industries;Total, non-financial industries;Food (including food retailing);Beverages and tobacco; ...); Balance sheet and income statement components (93 items: Total assets;Cash and deposits;Accounts receivable and accrued revenue;Inventories; ...).","Financial statistics for enterprises, balance sheet and income statement, based on Standard Industrial Classification for Companies and Enterprises, 1980 (SIC-C)",/t1/tbl1/en/tv.action?pid=3310004401
Data,Business and consumer services and culture,Business performance and ownership; Accommodation and food services,2018-03-16,"The summary statistics by North American Industry Classification System (NAICS), which include: operating revenue (dollars x 1,000,000), operating expenses (dollars x 1,000,000), salaries wages and benefits (dollars x 1,000,000), and operating profit margin (by percent), of all NAICS under accommodation services (721), annual, for five years of data.","Accommodation services, summary statistics",/t1/tbl1/en/tv.action?pid=3310010201
Data,Business and consumer services and culture,Accommodation and food services,2018-03-16,"The operating expenses by North American Industry Classification System (NAICS), annual (percent) which include all members under industry expenditures, for traveller accommodation, annual (percentage), for five years of data.","Accommodation services, industry expenditures",/t1/tbl1/en/tv.action?pid=3310010301
Data,Business and consumer services and culture,Business performance and ownership,2007-01-16,"This table contains 396 series, with data for years 1981 - 2002 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada), Standard Industrial Classification, 1980 (SIC) (22 items: Food industries; Beverage Industries; Tobacco products industries; Rubber products industries; ...), Manufacturers' opinions (18 items: Expected production, higher; Expected production, lower; Expected production, about the same; New orders level, rising; ...).","Business conditions survey, by Standard Industrial Classification, 1980 (SIC)",/t1/tbl1/en/tv.action?pid=3310011501
Data,Business and consumer services and culture,Business performance and ownership,2007-01-16,"This table contains 360 series, with data for years 1976 - 1984 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada), Manufacturers' opinions (18 items: Expected production, higher; Expected production, lower; Expected production, about the same; New orders level, rising; ...), Standard Industrial Classification, 1970 (SIC) (20 items: Food and beverage industries; Tobacco products industry; Rubber and plastics products industries; Leather industries; ...).","Business conditions survey, by Standard Industrial Classification, 1970 (SIC)",/t1/tbl1/en/tv.action?pid=3310011801
Data,Business and consumer services and culture,Business performance and ownership; Manufacturing,2015-01-21,"This table contains 792 series, with data for years 1992 - 2008 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada), Manufacturers' opinions (21 items: Production difficulties, skilled labour shortage; Production difficulties, unskilled labour shortage; Production difficulties, raw material shortage; Production difficulties, working capital shortage; ...), North American Industry Classification System (NAICS) (22 items: Manufacturing; Food manufacturing; Beverage and tobacco product manufacturing; Textile mills; ...), Seasonal adjustment (2 items: Unadjusted; Seasonally adjusted).","Business conditions survey, by North American Industry Classification System (NAICS), manufacturing industries",/t1/tbl1/en/tv.action?pid=3310012001
Data,Business and consumer services and culture,Capital and repair expenditures,2018-01-26,"Capital and repair expenditures by type of expenditure for industry sector 72,  accommodation and food services from the North American Industry Classification System (NAICS) for Canada, annual data  from 1991 to 2014. (Terminated)","Capital and repair expenditures, accommodation and food services",/t1/tbl1/en/tv.action?pid=3410003001
Data,"Income, pensions, spending and wealth",Gross Domestic Product by income and by expenditure accounts,2012-10-01,"This table contains 326 series, with data for years 1961 - 2012 (not all combinations necessarily have data for all years), and was last released on 2012-10-01. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Prices (4 items: Current prices; Contributions to percent change; Chained (2002) dollars;1992 constant prices (terminated) ...) Seasonal adjustment (2 items: Unadjusted; Seasonally adjusted at annual rates ...) Consumer goods and services (61 items: Personal expenditure on consumer goods and services; Food; beverages and tobacco; Food and non-alcoholic beverages; Alcoholic beverages bought in stores ...).","Personal expenditure on goods and services, quarterly, 1961 - 2012",/t1/tbl1/en/tv.action?pid=3610024701
Data,"Income, pensions, spending and wealth",Gross Domestic Product by income and by expenditure accounts,2012-10-01,"This table contains 214 series, with data for years 1961 - 2011 (not all combinations necessarily have data for all years), and was last released on 2012-10-01. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Prices (4 items: Current prices; 1992 constant prices (terminated); Chained (2002) dollars; Contributions to percent change ...), Consumer goods and services (61 items: Personal expenditure on consumer goods and services; Food and non-alcoholic beverages; Alcoholic beverages bought in stores; Food; beverages and tobacco ...).","Personal expenditure on goods and services, annual, 1961 - 2011",/t1/tbl1/en/tv.action?pid=3610026201
Data,"Income, pensions, spending and wealth",Gross Domestic Product by income and by expenditure accounts; Intercity and international price comparisons,2009-01-21,"This table contains 85 series, with data for years 1981 - 1998 (not all combinations necessarily have data for all years), and was last released on 2009-01-21. This table contains data described by the following dimensions (Not all combinations are available): Geography (2 items: Canada; United States ...), Comparisons (5 items: Ratios of real consumption per person in the United States compared with Canada; Purchasing power parities; Real expenditure; by category; Current expenditure; by category ...), Expenditure categories (17 items: Gross domestic product (GDP); Private final consumption expenditure; Food; beverages and tobacco; Clothing and footwear ...).","Purchasing power parities, System of National Accounts Classification (SNA), expenditure-based, annual, 1991 - 1998",/t1/tbl1/en/tv.action?pid=3610027401
Data,"Income, pensions, spending and wealth",Gross Domestic Product by income and by expenditure accounts; Intercity and international price comparisons,2009-01-21,"This table contains 85 series, with data for years 1981 - 1998 (not all combinations necessarily have data for all years), and was last released on 2009-01-21. This table contains data described by the following dimensions (Not all combinations are available): Geography (2 items: Canada; United States ...), Comparisons (5 items: Ratios of real consumption per person in the United States compared with Canada; Current expenditure; by category; Real expenditure; by category; Purchasing power parities ...), Expenditure categories (17 items: Gross domestic product (GDP); Food; beverages and tobacco; Clothing and footwear; Individual consumption by households ...).","Purchasing power parities, International Comparison Project Classification (ICP), consumption-based, annual, 1991 - 1998",/t1/tbl1/en/tv.action?pid=3610027501
Data,"Income, pensions, spending and wealth",Gross Domestic Product by income and by expenditure accounts; Household spending,2000-02-19,"This table contains 47 series, with data for years 1926 - 1946 (not all combinations necessarily have data for all years), and was last released on 2000-02-19. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Consumer goods and services (47 items: Food and non-alcoholic beverages; Alcoholic beverages; Food; beverages and tobacco; Total goods and services ...).","Personal expenditure on consumer goods and services in current prices, annual, 1926 - 1946",/t1/tbl1/en/tv.action?pid=3610029101
Data,"Income, pensions, spending and wealth",Supply and use tables,2012-12-14,"This table contains 5907 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years), and was last released on 2012-12-14. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Final demand categories (126 items: Total; final demand: final expenditure on gross domestic product (GDP); Personal expenditure; food and non-alcoholic beverages; Personal expenditure; tobacco products; Personal expenditure; alcoholic beverages bought in stores ...) Commodity (453 items: Total commodities; Cattle and calves; Hogs; Poultry ...).","Final demand categories, by commodity, L-level aggregation",/t1/tbl1/en/tv.action?pid=3610040301
Data,"Income, pensions, spending and wealth",Supply and use tables,2015-11-10,"This table contains 5572 series, with data for years 2009 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada) Final demand categories (279 items: Total, final demand: final expenditure on gross domestic product (GDP); Household consumption expenditure, food; Household consumption expenditure, non-alcoholic beverages; Household consumption expenditure, alcoholic beverages; ...) Commodity (471 items: Total commodities; Canola; Oilseeds (except canola); Wheat; ...).","Input-output tables, final demand, detailed level, basic prices",/t1/tbl1/en/tv.action?pid=3610041601
Data,"Income, pensions, spending and wealth",Supply and use tables,2015-11-10,"This table contains 5662 series, with data for years 2007 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada) Final demand categories (260 items: Total, final demand: final expenditure on gross domestic product (GDP); Household consumption expenditure, food; Household consumption expenditure, non-alcoholic beverages; Household consumption expenditure, alcoholic beverages; ...) Commodity (467 items: Total commodities; Canola; Oilseeds (except canola); Wheat; ...).","Input-output tables, final demand, link 1997 level, basic prices",/t1/tbl1/en/tv.action?pid=3610041801
Data,"Income, pensions, spending and wealth",Aboriginal peoples; Health and well-being; Food insecurity,2015-11-09,"Food security, by Aboriginal identity, age group, sex, and number of persons in household, population aged 6 years and over, Canada, provinces and territories (occasional).",Food security by Aboriginal Identity,/t1/tbl1/en/tv.action?pid=4110000901
Data,"Income, pensions, spending and wealth",Aboriginal peoples; Health and well-being; Food insecurity,2015-11-09,"Food security, by age group, sex, and number of persons in household, Inuit population aged 6 years and over, Canada and Inuit Nunangat (occasional).","Food security, Inuit population, by Inuit region of residence",/t1/tbl1/en/tv.action?pid=4110001001
Data,Agriculture,Agriculture; Merchandise imports and exports,1999-07-29,"The statistics of agriculture presented here are in five sections. Series Ml-248 are the general statistics of the industry, covering such topics as farm population, area of farms, capital employed, cash income and prices of farm products. Series M249-309 are crop statistics, showing acreage, production and value of the various crops. Series M310-412 are livestock statistics, showing number and value of livestock on farms as well as production and disposition of various livestock products. Series M413-489 show exports and domestic disappearance of grains, animals and animal products, and food produced and consumed, per capita. Series M490-525 are miscellaneous statistics such as sales through marketing boards and purchases through co-operatives and farm implement and fertilizer sales. ","Historical statistics of Canada, section M: Agriculture",/n1/en/catalogue/11-516-x198300111309
Data,Agriculture,Aquaculture; Natural resources,1999-07-29,"Statistics of Canadian production and trade in fish are presented in four parts: primary operations (series N1-48), processing (series N49-82), value of exports and imports (series N83-113), and miscellaneous statistics (series N114-142). ","Historical statistics of Canada, section N: Fisheries",/n1/en/catalogue/11-516-x198300111310
Data,Agriculture,Agricultural production; Assets; Cattle farms; Dairy farms; Farm capital; Farm expenditures; Farm income; Farms; Liabilities; Pig farms; Poultry farms; Type of farm,2013-03-01,"The publication is a joint initiative by Agriculture and Agri-Food Canada and Statistics Canada providing detailed financial information (assets, liabilities, revenues and expenditures data) on farms across Canada. The data are disaggregated by province, farm type and revenue class. This publication also includes data highlights, information on concepts, methods, data quality and the survey questionnaire. ",Farm Financial Survey,/n1/en/catalogue/21f0008x
Data,Agriculture,Agricultural production; Commodity sales; Cucumbers; Data collection; Employment; Floriculture; Flowers and plants; Fuel costs; Greenhouse grown vegetables; Investments; Lettuce; Nursery products; Operating statistics; Ornamental plants; Payrolls; Peppers; Provinces; Purchases; Sod; Sod growing operations; Survey methodology; Tomatoes,2012-05-03,"This product provides an overview of the Canadian greenhouse industry. Included are annual estimates of the total area under glass and plastic, months of operation and the total sales. Estimates of employment, labour costs, investments, purchases of plant materials and heating fuel costs are also available. Information on the value of sales of greenhouse vegetables, flowers and ornamental plants are published, as well as the production of flowers by variety. Also included are estimates on the area, cost of purchases, employment and value of nursery stock and sod. Finally, there is information on the proportion of sales through various channels. ","Greenhouse, Sod and Nursery Industries",/n1/en/catalogue/22-202-x
Data,Agriculture,Agricultural products; Crops; Farms; Information; Maps,2018-06-01,"This weekly interactive information package produces timely, quantitative and objective information on crop and pasture conditions at the provincial/state, census agricultural region / county, census division, census consolidated subdivision and township levels. It includes colour images and maps, graphs and tables from the Crop Condition Assessment Application (CCAP). Interactive and available free via the Internet, the CCAP uses low-resolution, digital satellite data during the growing season to monitor the changing vegetation conditions over the whole agriculture area of Canada and the northern half of the United States. ",Crop Condition Assessment Program,/n1/en/catalogue/22-205-x
Data,Agriculture,Exports; Farm production indexes; Hogs; Provincial differences; Supply and demand,2012-08-21,"This publication contains data on the hog industry: inventory on farms, supply and disposition, farm production, inventory by farm type and prices. ",Hog Statistics,/n1/en/catalogue/23-010-x
Data,Agriculture,Exports; Farms; Imports; Interprovincial trade; Lambs; Prices; Provincial differences; Sheep; Supply and demand,2012-02-20,"This publication contains data on the sheep industry, that is inventory on farms, supply-disposition, farm production, inventory by farm type and prices. ",Sheep Statistics,/n1/en/catalogue/23-011-x
Data,Agriculture,Beef; Bulls; Calves; Cattle; Cattle farms; Cows; Dairy cattle; Drought; Exports; Hogs; Imports; Mad cow disease; Meat; Prices; Provincial differences; Steers; Supply and demand; Type of farm,2012-02-20,"This publication contains data on the cattle industry: inventory on farms, supply and disposition, farm production, inventory by farm type and prices. ",Cattle Statistics,/n1/en/catalogue/23-012-x
Data,Agriculture,Dairy farms; Dairy products; Exports; Imports,2012-02-28,"This publication contains data on the dairy industry, including volume of milk and cream sold off farm, sales of fluid milk and cream; production of selected products and by-products; stocks of various dairy products; and imports and exports of milk and dairy products. ",Dairy Statistics,/n1/en/catalogue/23-014-x
Data,Agriculture,Agricultural production; Chickens; Consumption per capita; Eggs; Poultry; Poultry farms; Prices; Supply and demand; Turkeys,2012-08-28,"This publication presents data on the turkey, chicken, stewing hen and egg industries. The topics covered in this study include production and value, disposition, stocks, prices and the per capita consumption disappearance of poultry meat and eggs. ",Poultry and Egg Statistics,/n1/en/catalogue/23-015-x
Data,Agriculture,Chickens; Consumption per capita; Eggs; Exports; Imports; Livestock; Meat; Poultry; Prices; Production; Sales; Turkeys,2004-05-26,"This publication contains charts and tables presenting current and historical data on the turkey, chicken, stewing hen and egg industries in Canada. The topics covered include annual supply, disposition and per capita disappearance of poultry meat and eggs at the national level. Production and value are given for each commodity at the provincial level. Notes on concepts, methods and data highlights are included. ",Production of Poultry and Eggs,/n1/en/catalogue/23-202-x
Data,Agriculture,Agricultural production; Animals; Balance sheets; Bulls; Calves; Carcass weight; Cattle; Cattle farms; Chickens; Consumption; Consumption per capita; Country of destination; Country of origin; Cows; Data collection; Data quality; Dressed carcasses; Exports; Fancy meats; Farm price indexes; Farm prices; Frozen meat; Fur farms; Furs; Historical data; Hogs; Imports; International trade; Interprovincial trade; Inventories; Lambs; Livestock farms; Market conditions; Meat; Outputs; Pig farms; Pork; Poultry; Prices; Ranches; Sheep; Slaughtering; Statistical data; Steers; Stocks; Supply; Supply and demand; Surveys; Turkeys; Veal; Wild animals; Wildlife; Wool,2003-03-05,"This publication contains data from 1976 to date for major livestock series: cattle and calves, hogs, sheep and lambs, wool, furs, trade and prices, stocks of frozen meats, and apparent per capita meat consumption. Data highlights are also included. New and revised estimates for these data are released four times a year. ",Livestock Statistics,/n1/en/catalogue/23-603-x
Data,Manufacturing,Adhesives; Air carriers; Alcoholic beverages; Beverages; Cement; Chemicals; Chocolate; Clothing; Commodities; Construction materials; Containers; Dairy products; Doors; Electrical appliances; Explosives; Feed; Fertilizers; Fish; Flour; Food; Footwear; Fruit; Furniture and fixtures; Glass products; Goods-producing industries; Hand tools; Herbicides; Ice cream; Inks; Insecticides; Jewellery; Leather products; Machinery; Manufacturing processes; Meat; Medicinal drugs; Metal products; Mineral products; Motor vehicles; Paints; Pasta products; Petroleum products; Plastic products; Raw materials; Rubber products; Sand and gravel; Shipments of goods; Soaps and detergents; Sporting goods; Sugar; Tobacco; Tobacco products; Toiletries and cosmetics; Tubes; Varnishes; Vegetable oils; Vegetables; Wire,1999-12-23,"This publication presents value and quantity of products shipped by manufacturers, classified by commodity, for Canada and the provinces. Commodities used have been based on the Industrial Commodity Classification (ICC) up to 1986 and on the Standard Classification of Goods (SCG), which is the Canadian adaptation of the international Harmonised System (H.S.), for 1988 and subsequent years. ",Products Shipped by Canadian Manufacturers,/n1/en/catalogue/31-211-x
Data,Agriculture,Agricultural products; Barley; Beef; Beer; Calves; Carbonated beverages; Carcass weight; Cattle; Cereal foods; Cheese; Chronological statistics; Coffee; Consumption per capita; Corn; Cream; Crops; Dairy products; Dried beans; Dried peas; Eggs; Export shipments; Farm finance; Farmers; Farms; Food; Food consumption; Historical statistics; Hogs; Honey; Ice cream; Input-output tables; Inventories; Lamb; Lambs; Maple sugar; Milk; Oats; Pork; Poultry; Powdered milk; Rice; Rye; Sheep; Slaughtering; Spirits; Sugar; Tea; Turkeys; Veal; Wheat flour; Wines; Yogurt,2003-06-27,"This publication contains supply, disposition and per capita disappearance data for the following food groups: cereals, sugars and syrups, pulses and nuts, beverages, dairy products and by-products, poultry, eggs and meats. Per capita disappearance is available on both a retail weight and fresh equivalent basis per day and per year. ",Food Consumption in Canada: Part 1,/n1/en/catalogue/32-229-x
Data,Agriculture,Agricultural production; Apple juice; Apple products; Apples; Apricots; Asparagus; Bakery products; Bananas; Barley; Beans; Beef; Beer; Beets; Beverages; Blueberries; Bread; Broccoli; Brussels sprouts; Butter; Cabbages; Calves; Canned fruit; Canned vegetables; Carbonated beverages; Carrots; Cattle; Cauliflower; Celery; Cereals; Cherries; Citrus and tropical fruits; Cocoa; Coffee; Commodities; Consumption per capita; Cookies; Corn; Cranberries; Cucumbers; Dairy products; Data collection; Dried beans; Dried peas; Expenditures; Exports; Flour; Food; Food consumption; Food purchased from stores; Fresh fruit; Fresh vegetables; Frozen fruit; Frozen meat; Frozen vegetables; Fruit; Fruit juices; Grapefruit; Grapes; Green and wax beans; Hogs; Honey; Ice cream; Imports; Input-output tables; Inventories; Lamb; Lemons; Lettuce; Maple sugar; Margarine; Meat; Milk; Mushrooms; Nectarines; Nuts; Oats; Onions; Oranges; Parsnips; Peaches; Pears; Peas; Peppers; Plums; Pork; Potatoes; Poultry; Provincial differences; Prunes; Pumpkins; Radishes; Raspberries; Rice; Salad oils; Sheep; Shellfish; Shortening; Snack foods; Spices; Spinach; Squash; Strawberries; Sugar; Supply; Syrups; Tea; Tomato juice; Tomato paste; Tomatoes; Turkeys; Turnips; Veal; Vegetables; Vinegar; Wines; Yogurt,2002-10-31,"This publication contains supply, disposition and per capita disappearance data for the following food groups: oils and fats, fruits, vegetables, potatoes and fish. Per capita disappearance is available on both a retail weight and fresh equivalent basis per day and per year. ",Food Consumption in Canada. Part II,/n1/en/catalogue/32-230-x
Data,Business and consumer services and culture,Accommodation service industry; Air transport; Broadcasting; CANSIM; Chartered banks; Chemical products; Computer services; Computers; Consumer goods and services; Courier services; Credit unions; Electric power; Electrical appliances; Electronic equipment; Engineering; Enterprises; Financial flows; Financial institutions; Fishing industries; Food services; Forestry industries; Furniture and fixtures; Health care; Health insurance; Health services; Household insurance; Hunting; Income; Industrial classification; Information services; Insurance companies; Iron and steel; Labour market; Life insurance; Machinery; Mail services; Metal products; Metals; Mining industries; Motor vehicles; Natural gas; Petroleum; Petroleum products; Plastic products; Printing; Professional services; Publishing industries; Rail transport; Real estate; Recreation; Rubber products; Scientific and technical services; Social services; Taxation statistics; Telecommunications; Textile industry; Tobacco products; Transport; Transport equipment; Trust companies; Utilities; Warehousing; Water transport; Wood; Wood industries,2016-03-17,"This publication contains annual aggregate data of Canadian enterprises classified by 67 industry groups. The industry breakdowns are based on the North American Industry Classification System for companies and enterprises (NAICS Canada 2012). The data include: asset, liability and equity items encompassed in a balance sheet, revenue and expense items as reported on an income statement, a reconciliation of net profit to taxable income and taxes payable, along with several common financial performance ratios. ",Financial and Taxation Statistics for Enterprises,/n1/en/catalogue/61-219-x
Data,Retail and wholesale,Beverage industries; Caterers; Restaurants; Taverns and bars,2004-06-18,"This publication presents the monthly estimates of total receipts of restaurants, caterers and taverns both at the Canada and provincial levels. The estimates for restaurants are broken down into five categories (full-service restaurants, limited-service restaurants, contract caterers, social and mobile caterers and taverns). Preliminary data along with revised data from the previous month and year-to-date estimates are accompanied by highlights or text. ","Restaurant, Caterer and Tavern Statistics",/n1/en/catalogue/63-011-x
Data,Business and consumer services and culture,Alcoholic beverages; Food purchased from restaurants; Food services; Profit margins; Provincial differences; Restaurants; Service sector; Taverns and bars,2014-02-25,"This product provides an overview of trends in the food services and drinking places industry. It provides users with information required for making corporate decisions, monitoring programs and reviewing policies. The tables focus on financial and operating data. ",Food Services and Drinking Places,/n1/en/catalogue/63-243-x
