Description,Link,Title
"This table contains 44 series, with data for years 1926 - 1995 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):Geography (7 items: Canada;Atlantic provinces;Newfoundland and Labrador;Prince Edward Island; ...); Production and value (3 items: Total, production;Farm value;Average price per pound); Type of fruit (3 items: Loganberries;Cranberries;Blueberries); Estimates (3 items: Pounds;Tons;Dollars); Type of process (3 items: Fresh and processed;Fresh;Processed).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210026401,"Loganberries, cranberries and blueberries, production and value"
"This table contains 130 series, with data for years 1926 - 1995 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (6 items: Canada;Nova Scotia;New Brunswick;Quebec; ...); Production and value (4 items: Total production;Farm value;Average price per bushel;Average price per ton); Type of fruit (5 items: Apricots;Cherries, sweet and sour;Cherries, sweet;Cherries, sour; ...); Estimates (3 items: Bushels;Tons;Dollars); Type of process (3 items: Fresh and processed;Fresh;Processed).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210026501,"Apricots, cherries and apples, production and value"
"This table contains 64 series, with data for years 1940 - 1995 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (2 items: Ontario; British Columbia), Production and value (3 items: Total production; Farm value; Average price per ton), Type of fruit (4 items: Peaches; Pears; Plums and prunes; Grapes), Estimations (4 items: Bushels; Tons; Pounds; Dollars), Type of process (2 items: Fresh; Processed).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210026601,"Peaches, pears, grapes, plums and prunes, production and value"
"This table contains 56 series, with data for years 1940 - 1995 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (4 items: Nova Scotia; Quebec; Ontario; British Columbia), Production and value (3 items: Total production; Farm value; Average price per quart), Type of fruit (2 items: Raspberries; Strawberries), Estimates (3 items: Quarts; Tons; Dollars), Type of process (2 items: Fresh; Processed).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210026701,"Raspberries and strawberries, production and value"
"This table contains 136 series, with data for years 1946 - 1987 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Type of custom export (1 item: Wheat flour); Destination (136 items: Total exports;Total Western Europe;United Kingdom;Gibraltar; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210026901,Customs exports of wheat flour
"This table contains 76 series, with data for years 1976 - 2003 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):; Geography (4 items: Canada;Quebec;Ontario;Other provinces); Supply and disposition (29 items: Supplies, total;Production;Imports;Grain; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210027001,"Supply and disposition of corn, Canada and selected provinces"
"This table contains 87 series, with data for years 1960 - 2011 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Food categories (2 items: Food available;Food available adjusted for losses); Commodity (45 items: Total fruits;Fresh fruits;Total processed fruits;Total processed fruits (fresh equivalent); ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210028201,Food available by major groups in Canada
"This table contains 149 series, with data for years 1967 - 2006 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (8 items: Canada;Atlantic provinces;Quebec;Ontario; ...); Type of meat (23 items: Stocks of frozen and chilled meats, total;Pork, total;Hams;Pork, loins; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210029101,"Stocks of frozen and chilled meats, domestic and imported, in cold storage"
"This table contains 6 series, with data for years 1952 - 2002 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Type of meat (6 items: Beef, total;Veal, total;Mutton and lamb, total;Pork, total; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210029201,Stocks of frozen and chilled meats in cold storage in Canada
"This table contains 75 series, with data for years 1920 - 2009 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Supply and disposition (13 items: Net supply;Total supply;Beginning stocks;Production; ...); Commodity (8 items: Total poultry meat;Chicken (including stewing hen);Stewing hen;Chicken; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210029501,Supply and disposition of poultry meat and eggs in Canada
"This table contains 13 series, with data for years 1920 - 2006 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Estimates (2 items: Food available per person, total;Total output); Commodity (7 items: Total meat and offal;Beef;Veal;Mutton and lamb; ...). ",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210029701,Quantity of meats available and output of meats and offal
"This table contains 4 series, with data for years 1920 - 2006 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Supply and disappearance (1 item: Animals slaughtered); Commodity (4 items: Beef;Veal;Mutton and lamb;Pork). ",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210029801,"Animals slaughtered, supply and disappearance in Canada"
"This table contains 49 series, with data for years 1920 - 2006 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Supply and disposition (13 items: Total supply;Exports;Used for canning;On hand December 31; ...); Commodity (5 items: Beef;Veal;Mutton and lamb;Pork; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210029901,"Meat production, supply and disposition in Canada"
"This table contains 6 series, with data for years 1980 - 2006 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Stocks of imported meats (6 items: Stocks of frozen and chilled imported meats, total;Beef, bone-in;Beef, boneless;Total veal; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030101,Stocks of frozen and chilled imported meats
"This table contains 35 series, with data for years 1920 - 1977 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Supply and disposition (8 items: Total supply;Stocks at January 1;Production;Imports; ...); Type of dairy product (5 items: Creamery butter;Cheddar cheese;Evaporated whole milk;Casein; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030301,Supply and disposition of creamery butter and cheddar cheese
"This table contains 20 series, with data for years 1920 - 1977 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (10 items: Canada;Prince Edward Island;Nova Scotia;New Brunswick; ...); Type of dairy product (2 items: Creamery butter;Cheddar cheese).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030401,Creamery butter and cheddar cheese production
"This table contains 14 series, with data for years 1920 - 1977 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Type of cheese (7 items: Total, all types of cheese;Cheddar cheese as such;Process cheese;Other cheese as such; ...); Type of disappearance (2 items: Per capita domestic disappearance;Domestic disappearance).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030501,Domestic and per capita disappearance of cheese products
"This table contains 12 series, with data for years 1920 - 1977 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Type of dairy product (6 items: Total dairy products;Fluid products;Butter;Cheese; ...); Type of disappearance of dairy products (2 items: Total domestic disappearance;Per capita domestic disappearance).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030601,Domestic disappearance of dairy products in terms of milk
"This table contains 11 series, with data for years 1920 - 1976 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (10 items: Canada;Prince Edward Island;Nova Scotia;New Brunswick; ...); Farm cash receipts (2 items: Farm cash receipts from dairy products;Total including supplement payments).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030701,Farm cash receipts from dairy products
"This table contains 9 series, with data for years 1920 - 1974 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Farm cash receipts (9 items: Total farm cash reciepts, including dairy supplementary payments;Total farm cash receipts;Creamery butter-fat;Cheese milk; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030801,"Farm cash receipts from dairy products, by utilization"
"This table contains 6 series, with data for years 1940 - 1964 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Type of dairy product (6 items: Creamery butter-fat;Cheese milk;Milk for concentrated whole milk products;Milk for ice cream mix; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210031001,Average farm value of milk and other selected dairy products
"This table contains 110 series, with data for years 1965 - 1975 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (10 items: Canada;Prince Edward Island;Nova Scotia;New Brunswick; ...); Type of dairy product sold by farmers (11 items: Cream for butter, sold by farmers;Milk for butter;Milk for cheese;Milk for ice cream mix and concentration; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210031101,"Average farm value of milk, cream and farm butter, sold by farmers"
"This table contains 16 series, with data for years 1920 - 1989 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Type of product (2 items: Canned meats;Lard); Production, supply and disappearance (9 items: Total supply;Exports of product;On hand December 31;Domestic disappearance; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210031301,"Canned meats and lard, production, supply and disappearance"
"This table contains 168 series, with data for years 1941 - 1976 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (10 items: Canada;Prince Edward Island;Nova Scotia;New Brunswick; ...); Type of poultry meat (2 items: Goose;Duck); Components (3 items: Total birds;Bird meat consumed by producers;Bird meat sold); Estimates (3 items: Production;Weight;Value).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210031601,"Goose and duck meat production, disposition and farm value"
"This table contains 84 series, with data for years 1941 - 1976 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (10 items: Canada;Prince Edward Island;Nova Scotia;New Brunswick; ...); Components (3 items: Total poultry;Poultry meat consumed by producers;Poultry meat sold); Estimates (3 items: Production;Weight;Value).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210031701,"Total poultry meat production, disposition and farm value"
"This table contains 10 series, with data for years 1920 - 1977 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (10 items: Canada;Prince Edward Island;Nova Scotia;New Brunswick; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210033001,Total milk production
"This table contains 12354 series, with data for years 1976 - 2009 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Nutrients (29 items: Calcium;Carbohydrates;Cholesterol;Copper; ...); Source of nutritional equivalent (2 items: Nutrients available;Nutrients available adjusted for losses); Commodity (213 items: All commodities;Cereal products, total;Breakfast food;Corn flour and meal; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210033301,"Nutrients in the food supply, by source of nutritional equivalent and commodity"
"This table contains 143 series, with data for years 2000 - 2012 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (13 items: Canada;Eastern provinces;Newfoundland and Labrador;Prince Edward Island; ...); Supply and disposition of hogs (11 items: Total supply of hogs;Beginning inventory of hogs;Pig crop;Interprovincial imports of hogs; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210033701,"Hogs statistics, supply and disposition of hogs"
"This table contains 10 series, with data for years 1920 - 1976 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (10 items: Canada;Prince Edward Island;Nova Scotia;New Brunswick; ...); Farm value (1 item: Farm value of total milk production).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210034901,Farm value of total milk production
"Data on producer deliveries major grains, for Canada and selected provinces.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210035101,Producer deliveries of major grains
"Data on the production of the crushing of seed, oil and meal.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210035201,Crushing statistics of major oilseeds
"Data on the production and value of honey, beekeepers and colonies. ",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210035301,Production and value of honey
Data on the production and gross value of maple products (syrup).,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210035401,Production and value of maple products
"Données sur la superficie, la production et les ventes de champignon, incluant la superficie totale et récoltée, la production totale de champignons vendus, les terres, les bâtiments, le matériel de mise en conserve et conditionnement, le coût de la main-d'oeuvre des employés à temps plein et à temps partiel.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210035601,"Area, production and sales of mushrooms"
"Seeded and harvested areas, production, amount sold (consumed or fed to livestock) and total farm value of potatoes.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210035801,"Area, production and farm value of potatoes"
"Estimated areas, production, yield, average farm price and total farm value of principal field crops.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210035901,"Estimated areas, yield, production, average farm price and total farm value of principal field crops, in metric and imperial units"
"Estimates, production and farm gate value of fresh and processed fruits.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210036401,"Estimates, production and farm gate value of fresh and processed fruits"
"Average yield, area harvested and planted, total and marketed production of vegetables.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210036501,"Area, production and farm gate value of vegetables"
"Census of Agriculture. Organic products for sale for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210041401,Organic products for sale
"Census of Agriculture. Crop residue baled in the year prior to the census for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210041501,Crop residue baled in the year prior to the census
"Census of Agriculture. Hay and field crops for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210041601,Hay and field crops
"Census of Agriculture. Fruits, berries and nuts for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210041701,"Fruits, berries and nuts"
"Census of Agriculture. Vegetables (excluding greenhouse vegetables) for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210041801,Vegetables (excluding greenhouse vegetables)
"Census of Agriculture. Nursery and sod for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210041901,Nursery and sod
"Census of Agriculture. Greenhouse products and mushrooms for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210042001,Greenhouse products and mushrooms
"Census of Agriculture. Forest products in the year prior to the census for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210042201,Forest products in the year prior to the census
"Census of Agriculture. Maple taps for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210042301,Maple taps
"Census of Agriculture. Cattle and calves on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210042401,Cattle and calves on census day
"Census of Agriculture. Sheep and lambs on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210042501,Sheep and lambs on census day
"Census of Agriculture. Pigs on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210042601,Pigs on census day
"Census of Agriculture. Other livestock on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210042701,Other livestock on census day
"Census of Agriculture. Poultry inventory on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210042801,Poultry inventory on census day
"Census of Agriculture. Poultry production in the year prior to the census for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210042901,Poultry production in the year prior to the census
"Census of Agriculture. Egg production in the year prior to the census for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210043001,Egg production in the year prior to the census
"Census of Agriculture. Commercial poultry hatcheries in the year prior to the census for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210043101,Commercial poultry hatcheries in the year prior to the census
"Census of Agriculture. Bees on census day for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210043201,Bees on census day
"Total nursery and sod operating expenses including plant material purchases for growing on and for resale (for nursery), gross yearly payroll and other operating expenses.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210045401,Nursery and sod producers' operating expenses
"This table contains 6762 series, with data for years 1988 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Financial and taxation components (142 items: Total assets;Cash and deposits;Accounts receivable and accrued revenue;Inventories; ...); Industry (68 items: Total all industries;Food, except retailing;Beverages;Tobacco; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310001101,"Financial and taxation statistics for enterprises, by industry based on the Standard Industrial Classification for Companies and Enterprises 1980 (SIC-C)"
"This table contains 1333 series, with data for years 1980 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Industry (33 items: Total, all industries;Total, non-financial industries;Food (including food retailing);Beverages and tobacco; ...); Statement of change in financial position components (56 items: Total cash available;Cash from operating activities;Net profit;Non-cash items; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310002001,"Financial statistics for enterprises, statement of change in financial position, based on Standard Industrial Classification for Companies and Enterprises, 1980 (SIC-E)"
"This table contains 1659 series, with data for years 1980 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Industry (33 items: Total, all industries;Total, non-financial industries;Food (including food retailing);Beverages and tobacco; ...); Balance sheet and income statement components (93 items: Total assets;Cash and deposits;Accounts receivable and accrued revenue;Inventories; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310004401,"Financial statistics for enterprises, balance sheet and income statement, based on Standard Industrial Classification for Companies and Enterprises, 1980 (SIC-C)"
"This table contains 396 series, with data for years 1981 - 2002 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada), Standard Industrial Classification, 1980 (SIC) (22 items: Food industries; Beverage Industries; Tobacco products industries; Rubber products industries; ...), Manufacturers' opinions (18 items: Expected production, higher; Expected production, lower; Expected production, about the same; New orders level, rising; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310011501,"Business conditions survey, by Standard Industrial Classification, 1980 (SIC)"
"This table contains 360 series, with data for years 1976 - 1984 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada), Manufacturers' opinions (18 items: Expected production, higher; Expected production, lower; Expected production, about the same; New orders level, rising; ...), Standard Industrial Classification, 1970 (SIC) (20 items: Food and beverage industries; Tobacco products industry; Rubber and plastics products industries; Leather industries; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310011801,"Business conditions survey, by Standard Industrial Classification, 1970 (SIC)"
"This table contains 792 series, with data for years 1992 - 2008 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada), Manufacturers' opinions (21 items: Production difficulties, skilled labour shortage; Production difficulties, unskilled labour shortage; Production difficulties, raw material shortage; Production difficulties, working capital shortage; ...), North American Industry Classification System (NAICS) (22 items: Manufacturing; Food manufacturing; Beverage and tobacco product manufacturing; Textile mills; ...), Seasonal adjustment (2 items: Unadjusted; Seasonally adjusted).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310012001,"Business conditions survey, by North American Industry Classification System (NAICS), manufacturing industries"
"Capital and repair expenditures by type of expenditure for industry sector 72,  accommodation and food services from the North American Industry Classification System (NAICS) for Canada, annual data  from 1991 to 2014. (Terminated)",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3410003001,"Capital and repair expenditures, accommodation and food services"
"This table contains 326 series, with data for years 1961 - 2012 (not all combinations necessarily have data for all years), and was last released on 2012-10-01. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Prices (4 items: Current prices; Contributions to percent change; Chained (2002) dollars;1992 constant prices (terminated) ...) Seasonal adjustment (2 items: Unadjusted; Seasonally adjusted at annual rates ...) Consumer goods and services (61 items: Personal expenditure on consumer goods and services; Food; beverages and tobacco; Food and non-alcoholic beverages; Alcoholic beverages bought in stores ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610024701,"Personal expenditure on goods and services, quarterly, 1961 - 2012"
"This table contains 214 series, with data for years 1961 - 2011 (not all combinations necessarily have data for all years), and was last released on 2012-10-01. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Prices (4 items: Current prices; 1992 constant prices (terminated); Chained (2002) dollars; Contributions to percent change ...), Consumer goods and services (61 items: Personal expenditure on consumer goods and services; Food and non-alcoholic beverages; Alcoholic beverages bought in stores; Food; beverages and tobacco ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610026201,"Personal expenditure on goods and services, annual, 1961 - 2011"
"This table contains 85 series, with data for years 1981 - 1998 (not all combinations necessarily have data for all years), and was last released on 2009-01-21. This table contains data described by the following dimensions (Not all combinations are available): Geography (2 items: Canada; United States ...), Comparisons (5 items: Ratios of real consumption per person in the United States compared with Canada; Purchasing power parities; Real expenditure; by category; Current expenditure; by category ...), Expenditure categories (17 items: Gross domestic product (GDP); Private final consumption expenditure; Food; beverages and tobacco; Clothing and footwear ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610027401,"Purchasing power parities, System of National Accounts Classification (SNA), expenditure-based, annual, 1991 - 1998"
"This table contains 85 series, with data for years 1981 - 1998 (not all combinations necessarily have data for all years), and was last released on 2009-01-21. This table contains data described by the following dimensions (Not all combinations are available): Geography (2 items: Canada; United States ...), Comparisons (5 items: Ratios of real consumption per person in the United States compared with Canada; Current expenditure; by category; Real expenditure; by category; Purchasing power parities ...), Expenditure categories (17 items: Gross domestic product (GDP); Food; beverages and tobacco; Clothing and footwear; Individual consumption by households ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610027501,"Purchasing power parities, International Comparison Project Classification (ICP), consumption-based, annual, 1991 - 1998"
"This table contains 47 series, with data for years 1926 - 1946 (not all combinations necessarily have data for all years), and was last released on 2000-02-19. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Consumer goods and services (47 items: Food and non-alcoholic beverages; Alcoholic beverages; Food; beverages and tobacco; Total goods and services ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610029101,"Personal expenditure on consumer goods and services in current prices, annual, 1926 - 1946"
"This table contains 5907 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years), and was last released on 2012-12-14. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Final demand categories (126 items: Total; final demand: final expenditure on gross domestic product (GDP); Personal expenditure; food and non-alcoholic beverages; Personal expenditure; tobacco products; Personal expenditure; alcoholic beverages bought in stores ...) Commodity (453 items: Total commodities; Cattle and calves; Hogs; Poultry ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040301,"Final demand categories, by commodity, L-level aggregation"
"This table contains 5572 series, with data for years 2009 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada) Final demand categories (279 items: Total, final demand: final expenditure on gross domestic product (GDP); Household consumption expenditure, food; Household consumption expenditure, non-alcoholic beverages; Household consumption expenditure, alcoholic beverages; ...) Commodity (471 items: Total commodities; Canola; Oilseeds (except canola); Wheat; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610041601,"Input-output tables, final demand, detailed level, basic prices"
"This table contains 5662 series, with data for years 2007 - 2011 (not all combinations necessarily have data for all years), and was last released on 2015-11-10. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada) Final demand categories (260 items: Total, final demand: final expenditure on gross domestic product (GDP); Household consumption expenditure, food; Household consumption expenditure, non-alcoholic beverages; Household consumption expenditure, alcoholic beverages; ...) Commodity (467 items: Total commodities; Canola; Oilseeds (except canola); Wheat; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610041801,"Input-output tables, final demand, link 1997 level, basic prices"
"The statistics of agriculture presented here are in five sections. Series Ml-248 are the general statistics of the industry, covering such topics as farm population, area of farms, capital employed, cash income and prices of farm products. Series M249-309 are crop statistics, showing acreage, production and value of the various crops. Series M310-412 are livestock statistics, showing number and value of livestock on farms as well as production and disposition of various livestock products. Series M413-489 show exports and domestic disappearance of grains, animals and animal products, and food produced and consumed, per capita. Series M490-525 are miscellaneous statistics such as sales through marketing boards and purchases through co-operatives and farm implement and fertilizer sales. ",https://www150.statcan.gc.ca/n1/en/catalogue/11-516-x198300111309,"Historical statistics of Canada, section M: Agriculture"
"Statistics of Canadian production and trade in fish are presented in four parts: primary operations (series N1-48), processing (series N49-82), value of exports and imports (series N83-113), and miscellaneous statistics (series N114-142). ",https://www150.statcan.gc.ca/n1/en/catalogue/11-516-x198300111310,"Historical statistics of Canada, section N: Fisheries"
